ID,Data,Love,Joy,Surprise,Anger,Sadness,Fear
23218,কেউ ঠেলাঠেলি কইরো নাহ সবাইকে কমেন্ট পড়ার সুজগ দিয়া হইবে লাইনে খাড়াউ ,0,1,0,0,0,0
1528,ভিডিও টা দেখে সত্যি মন জুড়িয়ে গেলো ধন্যবাদ ভাইয়া ,1,0,0,0,0,0
13504,ওই ঘটনায় জন নিহত হয়েছিলেন আমরা সোহেলের পরিবার ,0,0,0,1,0,0
20507,সেটা বলে বোঝাতে পারবো না আপনাদের কাছে কৃতজ্ঞ আয়েশাকে যখন আমি দেখি ,0,1,0,0,0,0
13831,নায়িকার বয়স নায়কের মায়ের মত ,0,0,0,0,1,0
6191,তোমায় ছোট করে দেখছি না ,0,0,0,1,0,0
11327,কিন্তু আশানুরূপ নয় সেই সিদ্ধান্তের লাভ ক্ষতির হিসাব সে আজো মিলাতে পারেনি আজ সে অর্পণাকে চায় ,0,0,0,1,0,0
13861,পারিয়ার চামচা গুলারেউ ধরে  বছর করে জেল দিতে হবে ,0,0,0,0,1,0
26581,এগুলা কি হইতাছে আমাদের দেশে খুননারীশিশু ধর্ষণ পুলিশ কি বালডা হালায়এগুলারে জেলে ডুকাইয়া পোলাওকুরমা খাওয়ায়কুত্তার বাচ্চাগুলারে ক্রসফায়ার করতে পারে নাআমার সাওয়ার দেশসাওয়াসোনা না ,0,0,0,0,1,0
16827,বাংলাদেশে অপরাধীএইসব বালের গানই ভাইরাল ,0,0,0,0,1,0
27458,ভালো কাজের পাশে আল্লাহ থাকেন সব সময়অনেক ধন্যবাদ ভাই আপনাদের ,0,1,0,0,0,0
7353,সাবাস বাংলাদেশ এগিয়ে জাও ,1,1,0,0,0,0
589,বাংলাদেশের দল জানাই আন্তরিক অভিনন্দন এবং শুভেচ্ছা ,1,0,0,0,0,0
20957,অচেনা লোকের সামনে পড়লে ঠিক কী করা উচিত সঙ্কুচিত খুব নিজের মধ্যে নিজেকে গুটিয়ে রেখেছেন তাঁর বিপন্ন শৈশব ,0,0,0,1,0,0
20758,লিটন দাসের ব্যাটিং ইমরুল কায়েসের চাইতে ভালো কারন লিটন দাসের প্রতিটা শট গ্যাপ শট আর কাবার ড্রাইভ গুলো মাটি কামরিয়ে যায় আর ইমরুল কায়েস এই কয়দিন ভালো খেলে আর শটগুলো উড়ন্ত শট ,0,1,0,0,0,0
7856,আমার এই ভিডিও টা দেখে ভালো লাগছে ,0,1,0,0,0,0
20307,কেন জানি আপনার গানটা সুনলে আমার পিয়জনের কথা মনে পরে জায় আপনার গান আমার কাছে অনেক অনেক ভাল লাগে ভাই ,1,1,0,0,0,0
11874,ফেসবুকে আপনার ফ্রেন্ড হতে চাই প্লিজ আমাকে ফ্রেন্ড অ্যাড দিবেন ,1,0,0,0,0,0
17083,ভাই দাম এতো কম বলে ভিডিওর সময় কিন্তু কিনতে গেলে দাম ডাবল হয়ে যায় ,0,0,0,1,0,0
18508,এরকম অবিচার দেখলে মনে হয় তাদের আল্লাহ খোদা নেই ,0,0,0,1,0,0
26751,ও সানজূ দেখে নাই ,0,0,0,1,0,0
26221,অথছ কে বা কারা খুন করলো এবং কে খুন হলো তার কিছুই জানতে পারলো না আনু একটু আধটু প্রতিবাদের জোর আনুর ছেলে বেলার স্বভাব ,0,0,0,1,0,0
12294,বাকি রানারা খেলনা পেলোনা  ,0,0,0,1,0,0
22028,এই রানা অনেক আগেই সাবলম্বী হয়েছে পারলে অন্য রানাদের পড়ালেখার দায়িত্ব নিন তাবিব ভাইয়ের কাছেই না হয় রানা থাকবে উলটা তেলা মাথায় তেল দিচ্ছেন কেন রানা কে হাইলাইট করে এক্সট্রা কিছু টাকা কামানোর ধান্দায় ,0,0,0,0,1,0
20569,গানটা অনেক ভাল লাগলো ,0,1,0,0,0,0
7710,ভাই আপনি প্রমান করে দিলেন যে টাকা থাকলেই মানুষ ছুট মনের হয়না কিছু মানুষ আজ আছে আপ্নের মত ভাই ছেলট আপনাকে ,1,1,0,0,0,0
14599,নতুন ইউটিউবার হিসেবে আপনাদের সাহায্য চাচ্ছিইনশাআল্লাহ আমার সাথে থাকবেন ,1,1,0,0,0,0
5126,বেয়াদুপির ফল রশিদ খাঁন ,0,0,0,0,1,0
1267,বলে ওঠে  আমি ছাড়া আরো দুইজন ওইখানে আটকা পড়ে আছে ,0,0,0,1,0,0
25038,সত্যি অসাধারণ  ,0,1,0,0,0,0
11821,আজকের মত ভাইয়া আপনার কোন রোস্ট ভিওডিও দেখে এত হাসি বা মজা পাইনাই ,0,1,0,0,0,0
19384,অন্যের দেশকে সম্মান করার কাতরতা নিজের দেশের পতাকাকে সম্মান করার মতোই স্থির হয়ে তিনি তাকিয়ে রইলেন তারুণ্যের জোয়ারে পাশ ফিরে তাকিয়ে দেখি ,0,1,0,0,0,0
8374,এনাদার কামলা সং  বালামার ,0,0,0,0,1,0
8538,আমারা সবাই একা কিন্তু সবাই মিলে আমরা একা নাএভাবে একজন একজনের দায়িত্ব নিলে রানারা পাবে একটা সুন্দর জীবন  ,0,1,0,0,0,0
7532,জামাই মানেই ত্যাড়া এত বড় কথা ,0,0,0,0,1,0
25435,ভাইয়া গানটা খুবি ভালো লাকছে আমার কাছে ,0,1,0,0,0,0
22924,ভালোবাসা বেরে গেলো তিনজনের প্রতিই ,1,0,0,0,0,0
7734,অফার মন্দ নহে আগের বার পদ্মা সেতু নাহয় মিস হয়া গেছে ,0,1,0,0,0,0
21170,অনেক খুশি হলাম আফ্রিদি  তাবিব  রানা  ,0,1,0,0,0,0
16238,কোনো ভুল নেই ,0,1,0,0,0,0
25030,সাব্বির কি ভাবে দলে চান্স পায়  ,0,0,0,0,1,0
10046,আর ও নামত তার একটু পরে প্রতিদিনই আমাদের চোখে চোখ পড়ত মনে হত সে কিছু বলতে চাচ্ছে ,0,1,0,0,0,0
6504,তাবিব ভাই কে একটা শার্ট গিফট করে সম্মানিত করলে খুব খুশি হতাম ,0,1,0,0,0,0
8022,এখন যত বেশি অশ্লীলতা তত বেশি ভিওএখন গানের কথা থেকে বেশি গানের ভিডিও প্রাধান্য পায় বেশি ,0,0,0,1,0,0
4737,যদিওবা হিন্দি মুভি বালা অবলম্বনে করা হয়েছে তবে মোটামুটি গোছালো ছিল ,0,1,0,0,0,0
14802,কিভাবে যেনা করতে হয় তা এইসব নাটক দেখেই অনেক কিছু শেখা যায়ভাল কিছু শেখার মত নাটক চাই ,0,0,0,0,1,0
22198,এরকম সাইকেল শপিং অন্য রানারা পেতে পারতোনা ভেবেছিলাম অন্য রানাদের দেখা পাবো আজকে ,0,0,0,1,0,0
2312,উই লাভ ইউ ,1,0,0,0,0,0
8610,অনেক ভাল লাগল ভাই ,0,1,0,0,0,0
11702,কাবিলা মামায়একটা মালওই ভাই  ,0,1,0,0,0,0
388,চাপাবাজ অনেক ভালো নিশো ভাই ,0,1,0,0,0,0
21096,এভাবেই পতিতালয়ে পরিণত হবে বাংলাদেশ ,0,0,0,0,1,0
2295,হইলে কি আর তোর মতো ছেলেরে কষ্ট দিতোদরকার হলে তাদের গার্লফ্রেন্ডকেও দিয়ে দিবে আমায় ,0,0,0,0,1,0
23737,তোর মতো আবালচোদা কত কিছু বোঝে যা না হয় তাও বোঝ ,0,0,0,0,1,0
17899,স্বপ্নের মতো রঙিন হয় না একটু সুখের জন্যে অনেক কিছুর দরকার নেই শুধুমাত্র মনটা একটু ভালো করুন ,0,1,0,0,0,0
27272,সেই তুহিদ আফরিদি ভাই তোমার এই ভিডিওটা দেখি অনেক অনেক ভালো লাগছে ,0,1,0,0,0,0
9166,বগুরা যাও ভাইয়া ,0,1,0,0,0,0
19247,তোদের ফোন দিয়ে কথা বলার মতো সময়টাও আর পাই না আগের মতো তুই মন খারাপ করিস না ,0,0,0,1,0,0
20418,ভাইয়া আপনার মতো সবার মন মানসিকতা থাকলে দেশে কোনো রানা থাকতো না ,0,1,0,0,0,0
17357,আজকে বাংলাদেশ জিতেছে বলে কতজন কত রকম কমেন্ট করে না জিতলে দেখা যেত কি হইত ,0,0,0,0,1,0
2475,খাদ্য ভেজাল যারা করে তাদেরকে গুলি করে মারার আইন করা হোক ,0,0,0,0,1,0
11517,আমার বিশ্বাস মোস্তাফিজ পারবে ,1,0,0,0,0,0
4063,দেশে অবিচার এর ফল এটাইঅপরাধীর বিচার না হবার ফল এটামানুশজ অপরাধ করেও কি বীরদর্পে তা গণমাধ্যমে শেয়ার করে ,0,0,0,1,1,0
10785,ভারত কে সেশ করে দাও বিসসের সবচাইতে নাস্তিক দেশ ভারত ,0,0,0,0,1,0
25728,দশ হাজার বা বিশ হাজার কোটি টাকা খরচ হল কিন্তু এতে কত টাকা দেশের জিডিপিতে যোগ হবে একটা ছোট্ট দ্বীপ জেলার জন্য এতো টাকা খরচ ভালো ভালো ,0,0,1,0,1,0
16697,মনডা এতো সাদা কেন আপনার ,0,1,0,0,0,0
23968,কিশোর কালথেকে শুনে আসছি তুই এখনো ছোট পদ্দাসেতুর কাজ শেষ হলে বিয়ে দিবো আজ আমি যৌবন পার করে ফেলাম তাও কাজ শেষ হলোনা আবার যদি আরেকটা সেতুর কাজ শুরু হয় তবে আমার আর বিয় করালাগবেনা একবারে ছেলের বিয়ে দিয়ে দিবো ,0,0,0,0,1,0
14773,হের মত কুলাঙ্গার দুনিয়া থাকার দরকার নাই ,0,0,0,0,1,0
11855,ব্রাক্ষণন বাড়িয়ার মানুষেররা আবাল নাকি ,0,0,0,0,1,0
8764,এটা পেলান্টি না ভাই এটা পেনাল্টি ,0,0,0,1,0,0
8361,মিডিয়া ভাইরা আঙ্গুল চুসো ,0,0,0,0,1,0
19620,আনেক ভাল লাগল ভাই ,0,1,0,0,0,0
379,তোমাকে আমাদের মনে থাকবে ,1,0,0,0,0,0
26773,অনঅনেক মজা পেলাম  ,0,1,0,0,0,0
5706,আমার একটা খুব দরকার ,0,0,0,1,0,0
27624,অসাধারণ একটি গান বলতেই হবে ,1,1,0,0,0,0
2807,আমার আপনার সবাই কে সুন্নাত শিখতে হবে ইসলামের শত্রু থাকবেই যেমন ছিল নমরুদ ফেরাউন তবে তাদের গালি দেওয়া যাবে না তাদের ভালো বাসতে হবে ,1,0,0,0,0,0
9577,তার টাকাকে নয়  ছেলেদের বলছি আপনি যদি চান যে একটি মেয়ে আপনাকে সারা জীবন ভালবাসবে ,1,0,0,0,0,0
3252,পার পাবে না একটাও আমি চাই না আমার মতো আর কেউ নিজের বোন হারাক ,0,0,0,1,1,0
4881,বেশ ব্রিলিয়ান্ট মানুষ ,0,0,1,0,0,0
19547,ভাই ব্যাচেলর পয়েন্ট পরের পর্ব গুলাকি আদৌ আর আসবে না অযথা আশা দিয়া রাথেন কেন ,0,0,0,1,0,0
7271,কি লাভ হয় মোটিভেট এ বাস্তবিক তো আলাদা ,0,0,0,1,0,0
10539,যখন দেখবে তোমার চুলে বাতাসের খেলা করা দেখে কেউ হাসছে না ,0,0,0,1,0,0
5487,ব্লগ টা খুব ভালো লাগলো  ,1,1,0,0,0,0
25347,বলার অপেক্ষা রাখে না সেই রকম খেলা হয়েছে বেস্ট অফ লাক বাংলাদেশ ক্রিকেট টিম ,0,1,0,0,0,0
8724,গাণিতিক সমাধানের ভিডিও গুলো দেখ ওগুলো একটু বড় করে করার চেষ্টা করছি ,0,1,0,0,0,0
3303,কাজটি করলে আরো বেশি সর্বনাশ হয়ে যাবে ওই পরিবারটির ঘটনাটি পুরো জানার পর একজন সিনিয়র সাংবাদিকের সঙ্গে যখন পরামর্শ করলাম ,0,0,0,1,0,1
21597,আগের বাজনা সুন্দর ছিল ,0,1,0,0,0,0
3218,রাইট ভাই হাসি পাইলাম ,0,1,0,0,0,0
13789,ছেলেটি খুব ভলো লেগেছে ,1,1,0,0,0,0
22501,তোর কি দরকার আছে মিথ্যা বলে গুনাহকামানো ,0,0,0,0,1,0
5811,ধন্যবাদ তৌহিদ আফ্রিদি ভাই কে পথ শিশু রানার পাশে দাড়ানোর জন্য ,0,1,0,0,0,0
3911,উরুগুয়ের একটি জয় ,0,1,0,0,0,0
10963,তোমার আব্বুর কথা অনেক সুন্দর  ,0,1,0,0,0,0
3037,সব খাবারে একই অবস্থা ,0,0,0,1,0,0
17893,তুই মরে দাক মুছলমান হয়ে ললনাগান শুনুত ফেরেশতা বের করবে তাই নামাজ পড় ,0,0,0,0,1,0
25059,কলিজাৰ টুকুৰা তোমাক কিন্তু লাগিবই মোৰ ,0,1,0,0,0,0
18908,চেয়ারম্যানের মেয়ের পিঠে ফোঁড়া ,0,0,0,1,0,0
20850,আশা করি এই রানার মত আরও অনেক রানার পাশে দাঁড়াবে তৌহিদ আফ্রিদি ,1,0,0,0,0,0
4397,এই হলো বাপের বেটি ,0,1,0,0,0,0
9708,জুটিটা খুবিই ভালো লাগে ,1,0,0,0,0,0
17388,নোয়াখালী আর বরিশাল এ দুই এলাকার মানুষ অনেক বদ কিসিমের হয় ,0,0,0,0,1,0
21088,ও বিয়া করলে ত খানকির ববসা কমে জাইববুঝেন না মিয়া ,0,0,0,0,1,0
15879,আফরিদি বাই তুমি তো সব জেলায় ঘুরলা কিন্তু বরগুনা জেলায় আসলানাকেন ,0,0,0,1,0,0
26368,কিছু বলার নাই এখানে আমার কান্না এসে গেলো ,0,0,0,1,0,0
13774,অসাদারন হইছেদারুণ একটা নাটকমুখ থেকে হাসি সরাতে পারিনি ,1,1,0,0,0,0
659,গানটার চেয়েও বেশী ভালো হইছে ভিডিওটা সুবিধাবাদি মেয়েটা গ্রহণ না করাটাই সবচেয়ে হিট ছিল ,1,1,0,0,0,0
20414,নকল ছাড়া আর কি পারোছ ,0,0,0,0,1,0
17514,ইফতারি করার পর এতোভালো ভিডিও দেখে এই গরমে রোজার কষ্টটা ভুলে গেছি ধন্যবাদ ভাই ,1,1,0,0,0,0
